"SIDNUM","SUBCLASSORSUPERORDER","ORDER","SUBORDERORSUPERFAMILY","FAMILY","SUBFAMILY","GENUS","SPECIES","MIN_AGE","MAX_AGE","now_accepted_name","now_accepted_rank","now_continent"
82189,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Cynarctoides","whistleri",17.34,29.75,"Cynarctoides_whistleri","species","Americas"
82039,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Phlaocyon","taylori",22.2,29.75,"Phlaocyon_taylori","species","Americas"
80205,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Leptocyon","vulpinus",17.34,28,"Leptocyon_vulpinus","species","Americas"
80242,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Metatomarctus","canavus",15.97,18.5,"Metatomarctus_canavus","species","Americas"
80244,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Desmocyon","thomsoni",17.34,22.2,"Desmocyon_thomsoni","species","Americas"
82028,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Cynarctoides","gawnae",17.34,18.5,"Cynarctoides_gawnae","species","Americas"
80234,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Tomarctus","hippophaga",12.57,15.97,"Tomarctus_hippophaga","species","Americas"
80236,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Tephrocyon","rurestris",14.78,15.97,"Tephrocyon_rurestris","species","Americas"
80241,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Paratomarctus","temerarius",12.11,15.97,"Paratomarctus_temerarius","species","Americas"
80298,"Eutheria","Carnivora","Caniformia","Ailuridae","Simocyoninae","Actiocyon","leardi",9.07,10.09,"Actiocyon_leardi","species","Americas"
80243,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Protomarctus","optatus",15.97,18.5,"Protomarctus_optatus","species","Americas"
80235,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Paracynarctus","kellogi",12.57,18.5,"Paracynarctus_kellogi","species","Americas"
80331,"Eutheria","Carnivora","Caniformia","Mustelidae","Leptarctinae","Leptarctus","ancipidens",15.97,18.5,"Leptarctus_ancipidens","species","Americas"
80232,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Microtomarctus","conferta",12.57,17.34,"Microtomarctus_conferta","species","Americas"
80371,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","glareae",10.09,15.97,"Martes_glareae","species","Americas"
80513,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Hyperailurictis","marshi",10.09,22.2,"Hyperailurictis_marshi","species","Americas"
82057,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Leptocyon","tejonensis",10.09,12.11,"Leptocyon_tejonensis","species","Americas"
80213,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Eucyon","davisi",2.6,15.97,"Eucyon_davisi","species","Americas | Asia"
80353,"Eutheria","Carnivora","Caniformia","Mustelidae","Taxidiini","Pliotaxidea","garberi",4.91,7.59,"Pliotaxidea_garberi","species","Americas"
80392,"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Plesiogulo","marshalli",4.91,12.11,"Plesiogulo_marshalli","species","Americas"
80520,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Nimravides","catacopsis",2.63,10.09,"Nimravides_catacopsis","species","Americas"
82049,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Borophagus","parvus",4.91,6.88,"Borophagus_parvus","species","Americas"
80252,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Aelurodon","taxoides",6.88,15.97,"Aelurodon_taxoides","species","Americas"
80261,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Borophagus","littoralis",4.91,12.57,"Borophagus_littoralis","species","Americas"
80277,"Eutheria","Carnivora","Musteloidea","Procyonidae","Procyoninae","Bassariscus","parvus",7.59,15.97,"Bassariscus_parvus","species","Americas"
80330,"Eutheria","Carnivora","Caniformia","Mustelidae","Leptarctinae","Leptarctus","wortmani",9.07,14.78,"Leptarctus_wortmani","species","Americas"
80509,"Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Barbourofelis","lovei",7.59,10.09,"Barbourofelis_lovei","species","Americas"
82060,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Metalopex","macconnelli",7.59,12.57,"Metalopex_macconnelli","species","Americas"
80388,"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Hoplictis","grangerensis",9.07,10.09,"Hoplictis_grangerensis","species","Americas"
20503,"Eutheria","Carnivora","Caniformia","Mustelidae","Eomellivorini","Eomellivora","wimani",5.3,10.09,"Eomellivora_wimani","species","Americas | Europe | Asia"
80259,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Epicyon","haydeni",4.91,12.57,"Epicyon_haydeni","species","Americas"
80276,"Eutheria","Carnivora","Musteloidea","Procyonidae","Procyoninae","Probassariscus","matthewi",6.88,15.97,"Probassariscus_matthewi","species","Americas"
80482,"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Indarctos","oregonensis",5.91,9.07,"Indarctos_oregonensis","species","Americas"
80207,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Vulpes","shermanesis",4.91,5.91,"Vulpes_shermanesis","species","Americas"
80393,"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Plesiogulo","lindsayi",4.91,6.88,"Plesiogulo_lindsayi","species","Americas"
80400,"Eutheria","Carnivora","Caniformia","Mustelidae","Galictini","Cernictis","hesperus",4.91,5.91,"Cernictis_hesperus","species","Americas"
80362,"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrini","Mionictis","angustidens",6.88,7.59,"Mionictis_angustidens","species","Americas"
82058,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Vulpes","kernensis",6.88,7.59,"Vulpes_kernensis","species","Americas"
82061,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Metalopex","merriami",2.63,9.07,"Metalopex_merriami","species","Americas"
80368,"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrini","Enhydritherium","terraenovae",4.91,9.07,"Enhydritherium_terraenovae","species","Americas"
80483,"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Agriotherium","schneideri",4.91,7.59,"Agriotherium_schneideri","species","Americas"
80484,"Eutheria","Carnivora","indet.","Ursidae","Tremarctini","Plionarctos","edensis",1.8,6.88,"Plionarctos_edensis","species","Americas"
80214,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","lepophagus",0.9,4.91,"Canis_lepophagus","species","Americas"
80268,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Borophagus","diversidens",0.9,7.59,"Borophagus_diversidens","species","Americas"
80537,"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Homotherium","ischyrus",2.63,4.91,"Homotherium_ischyrus","species","Americas"
82069,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Chrysocyon","nearcticus",1.8,4.91,"Chrysocyon_nearcticus","species","Americas"
35043,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","edwardii",0.39,4.91,"Canis_edwardii","species","Americas"
80246,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Euoplocyon","praedator",14.78,18.5,"Euoplocyon_praedator","species","Americas"
80212,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Cerdocyon","avius",2.63,4.91,"Cerdocyon_avius","species","Americas"
80263,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Borophagus","hilli",2.63,5.91,"Borophagus_hilli","species","Americas"
80528,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Puma","lacustris",1.8,4.91,"Puma_lacustris","species","Americas"
82089,"Eutheria","Carnivora","Caniformia","Ailuridae","Ailurinae","Pristinailurus","bristoli",2.63,5.91,"Pristinailurus_bristoli","species","Americas"
82110,"Eutheria","Carnivora","Caniformia","Mustelidae","Melini","Arctomeles","dimolodontus",2.63,5.91,"Arctomeles_dimolodontus","species","Americas"
80100,"Eutheria","Carnivora","indet.","Viverravidae","Didymictinae","Protictis","haydenianus",57.66,64.75,"Protictis_haydenianus","species","Americas"
80165,"Eutheria","Carnivora","indet.","Miacidae","indet.","Vulpavus","australis",49.27,55.96,"Vulpavus_australis","species","Americas"
80117,"Eutheria","Carnivora","indet.","Viverravidae","indet.","Viverravus","gracilis",47.96,55.96,"Viverravus_gracilis","species","Americas"
80121,"Eutheria","Carnivora","indet.","Viverravidae","indet.","Viverravus","minutus",45.38,53.07,"Viverravus_minutus","species","Americas"
80123,"Eutheria","Carnivora","indet.","Viverravidae","indet.","Viverravus","sicarius",47.96,51.91,"Viverravus_sicarius","species","Americas"
80125,"Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","parvivorus",47.96,53.42,"Miacis_parvivorus","species","Americas"
80156,"Eutheria","Carnivora","indet.","Miacidae","indet.","Uintacyon","major",47.96,51.91,"Uintacyon_major","species","Americas"
80137,"Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","uintensis",39.83,45.38,"Miacis_uintensis","species","Americas"
80145,"Eutheria","Carnivora","indet.","Miacidae","indet.","Procynodictis","vulpiceps",39.83,45.38,"Procynodictis_vulpiceps","species","Americas"
80148,"Eutheria","Carnivora","indet.","Miacidae","indet.","Prodaphaenus","scotti",39.83,45.38,"Prodaphaenus_scotti","species","Americas"
80152,"Eutheria","Carnivora","indet.","Miacidae","indet.","Uintacyon","acutus",42.78,45.38,"Uintacyon_acutus","species","Americas"
30740,"Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","gracilis",39.83,45.38,"Miacis_gracilis","species","Americas"
80094,"Eutheria","Carnivora","indet.","Viverravidae","indet.","Bryanictis","microlestes",58.24,62.52,"Bryanictis_microlestes","species","Americas"
80113,"Eutheria","Carnivora","indet.","Viverravidae","indet.","Simpsonictis","tenuis",59.61,62.52,"Simpsonictis_tenuis","species","Americas"
80115,"Eutheria","Carnivora","indet.","Viverravidae","indet.","Simpsonictis","pegus",61.61,62.52,"Simpsonictis_pegus","species","Americas"
80101,"Eutheria","Carnivora","indet.","Viverravidae","Didymictinae","Protictis","agastor",58.63,59.61,"Protictis_agastor","species","Americas"
80105,"Eutheria","Carnivora","indet.","Viverravidae","Didymictinae","Protictis","paralus",58.24,62.22,"Protictis_paralus","species","Americas"
80111,"Eutheria","Carnivora","indet.","Viverravidae","indet.","Raphictis","gausion",58.24,62.22,"Raphictis_gausion","species","Americas"
80103,"Eutheria","Carnivora","indet.","Viverravidae","Didymictinae","Protictis","dellensis",55.96,58.63,"Protictis_dellensis","species","Americas"
80104,"Eutheria","Carnivora","indet.","Viverravidae","Didymictinae","Protictis","laytoni",57.66,58.63,"Protictis_laytoni","species","Americas"
80106,"Eutheria","Carnivora","indet.","Viverravidae","Didymictinae","Protictis","schaffi",57.66,58.24,"Protictis_schaffi","species","Americas"
80095,"Eutheria","Carnivora","indet.","Viverravidae","indet.","Didymictis","protenus",52.11,57.66,"Didymictis_protenus","species","Americas"
80099,"Eutheria","Carnivora","indet.","Viverravidae","indet.","Intyrictis","vanvaleni",61.61,62.52,"Intyrictis_vanvaleni","species","Americas"
80116,"Eutheria","Carnivora","indet.","Viverravidae","indet.","Simpsonictis","jaynanneae",62.22,62.52,"Simpsonictis_jaynanneae","species","Americas"
80118,"Eutheria","Carnivora","indet.","Viverravidae","indet.","Viverravus","acutus",52.11,57.24,"Viverravus_acutus","species","Americas"
80122,"Eutheria","Carnivora","indet.","Viverravidae","indet.","Viverravus","politus",53.42,57.24,"Viverravus_politus","species","Americas"
80119,"Eutheria","Carnivora","indet.","Viverravidae","indet.","Viverravus","bowni",54.05,57.04,"Viverravus_bowni","species","Americas"
80159,"Eutheria","Carnivora","indet.","Miacidae","indet.","Uintacyon","rudis",53.42,57.24,"Uintacyon_rudis","species","Americas"
80160,"Eutheria","Carnivora","indet.","Miacidae","indet.","Uintacyon","vorax",45.38,56.54,"Uintacyon_vorax","species","Americas"
80128,"Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","deutschi",54.05,55.96,"Miacis_deutschi","species","Americas"
80129,"Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","exiguus",51.91,55.96,"Miacis_exiguus","species","Americas"
80139,"Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","winkleri",54.05,55.96,"Miacis_winkleri","species","Americas"
80157,"Eutheria","Carnivora","indet.","Miacidae","indet.","Uintacyon","massetericus",53.07,55.96,"Uintacyon_massetericus","species","Americas"
80096,"Eutheria","Carnivora","indet.","Viverravidae","indet.","Didymictis","altidens",49.27,55.96,"Didymictis_altidens","species","Americas"
80120,"Eutheria","Carnivora","indet.","Viverravidae","indet.","Viverravus","lutosus",49.27,55.96,"Viverravus_lutosus","species","Americas"
80142,"Eutheria","Carnivora","indet.","Miacidae","indet.","Oodectes","herpestoides",48.64,55.96,"Oodectes_herpestoides","species","Americas"
80153,"Eutheria","Carnivora","indet.","Miacidae","indet.","Uintacyon","asodes",49.27,55.96,"Uintacyon_asodes","species","Americas"
80162,"Eutheria","Carnivora","indet.","Miacidae","indet.","Vassacyon","promicrodon",53.07,55.96,"Vassacyon_promicrodon","species","Americas"
80166,"Eutheria","Carnivora","indet.","Miacidae","indet.","Vulpavus","canavus",49.27,55.96,"Vulpavus_canavus","species","Americas"
80135,"Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","petilus",51.91,54.61,"Miacis_petilus","species","Americas"
80140,"Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","latidens",48.64,54.05,"Miacis_latidens","species","Americas"
80168,"Eutheria","Carnivora","indet.","Miacidae","indet.","Vulpavus","profectus",48.64,53.07,"Vulpavus_profectus","species","Americas"
80133,"Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","jepseni",53.07,53.42,"Miacis_jepseni","species","Americas"
80164,"Eutheria","Carnivora","indet.","Miacidae","indet.","Vulpavus","palustris",48.64,51.91,"Vulpavus_palustris","species","Americas"
80167,"Eutheria","Carnivora","indet.","Miacidae","indet.","Vulpavus","ovatus",48.64,51.91,"Vulpavus_ovatus","species","Americas"
82145,"Eutheria","Carnivora","indet.","Miacidae","indet.","Vulpavus","farsonensis",49.27,51.91,"Vulpavus_farsonensis","species","Americas"
80131,"Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","hargeri",47.96,49.27,"Miacis_hargeri","species","Americas"
80136,"Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","sylvestris",47.96,49.27,"Miacis_sylvestris","species","Americas"
80144,"Eutheria","Carnivora","indet.","Miacidae","indet.","Palaearctonyx","meadi",48.64,49.27,"Palaearctonyx_meadi","species","Americas"
80151,"Eutheria","Carnivora","indet.","Miacidae","indet.","Uintacyon","edax",48.64,51.91,"Uintacyon_edax","species","Americas"
80154,"Eutheria","Carnivora","indet.","Miacidae","indet.","Uintacyon","bathygnathus",47.96,49.27,"Uintacyon_bathygnathus","species","Americas"
80155,"Eutheria","Carnivora","indet.","Miacidae","indet.","Uintacyon","jugulans",47.96,49.27,"Uintacyon_jugulans","species","Americas"
80102,"Eutheria","Carnivora","indet.","Viverravidae","Didymictinae","Protictis","aprophatos",45.38,47.96,"Protictis_aprophatos","species","Americas"
80134,"Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","medius",47.96,48.64,"Miacis_medius","species","Americas"
80138,"Eutheria","Carnivora","indet.","Miacidae","indet.","Miacis","washakius",47.96,48.64,"Miacis_washakius","species","Americas"
80158,"Eutheria","Carnivora","indet.","Miacidae","indet.","Uintacyon","pugnax",47.96,48.64,"Uintacyon_pugnax","species","Americas"
80174,"Eutheria","Carnivora","Caniformia","Canidae","Hesperocyoninae","Hesperocyon","gregarius",29.75,39.83,"Hesperocyon_gregarius","species","Americas"
80415,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Daphoeninae","Daphoenictis","tedfordi",33.9,39.83,"Daphoenictis_tedfordi","species","Americas"
80417,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Daphoeninae","Brachyrhynchocyon","dodgei",33.9,37.39,"Brachyrhynchocyon_dodgei","species","Americas"
80499,"Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Hoplophoneus","mentalis",32.1,35.92,"Hoplophoneus_mentalis","species","Americas"
80418,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Daphoeninae","Daphoenus","vetus",29.75,35.92,"Daphoenus_vetus","species","Americas"
80464,"Eutheria","Carnivora","indet.","Ursidae","Amphicynodontinae","Parictis","personi",35.24,35.92,"Parictis_personi","species","Americas"
80459,"Eutheria","Carnivora","indet.","Ursidae","Amphicynodontinae","Parictis","gilpini",29.75,35.92,"Parictis_gilpini","species","Americas"
80491,"Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Pogonodon","platycopsis",22.2,33.9,"Pogonodon_platycopsis","species","Americas"
80460,"Eutheria","Carnivora","indet.","Ursidae","Amphicynodontinae","Parictis","dakotensis",29.75,34.7,"Parictis_dakotensis","species","Americas"
82019,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Archaeocyon","leptodus",22.2,32.1,"Archaeocyon_leptodus","species","Americas"
80182,"Eutheria","Carnivora","Caniformia","Canidae","Hesperocyoninae","Paraenhydrocyon","josephi",19.09,32.1,"Paraenhydrocyon_josephi","species","Americas"
80184,"Eutheria","Carnivora","Caniformia","Canidae","Hesperocyoninae","Caedocyon","tedfordi",28,31.4,"Caedocyon_tedfordi","species","Americas"
80411,"Eutheria","Carnivora","indet.","indet.","indet.","Palaeogale","sanguinarius",28,31.4,"Palaeogale_sanguinarius","species","Americas"
80179,"Eutheria","Carnivora","Caniformia","Canidae","Hesperocyoninae","Ectopocynus","antiquus",28,32.1,"Ectopocynus_antiquus","species","Americas"
80180,"Eutheria","Carnivora","Caniformia","Canidae","Hesperocyoninae","Ectopocynus","intermedius",28,29.75,"Ectopocynus_intermedius","species","Americas"
80192,"Eutheria","Carnivora","Caniformia","Canidae","Hesperocyoninae","Philotrox","condoni",28,29.75,"Philotrox_condoni","species","Americas"
80196,"Eutheria","Carnivora","Caniformia","Canidae","Hesperocyoninae","Enhydrocyon","pahinisintewakpa",22.2,29.75,"Enhydrocyon_pahinisintewakpa","species","Americas"
80274,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Cormocyon","haydeni",18.5,35.24,"Cormocyon_haydeni","species","Americas"
82022,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Otarocyon","cooki",22.2,29.75,"Otarocyon_cooki","species","Americas"
82030,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Phlaocyon","minor",17.34,29.75,"Phlaocyon_minor","species","Americas"
80181,"Eutheria","Carnivora","Caniformia","Canidae","Hesperocyoninae","Paraenhydrocyon","wallovianus",17.34,28,"Paraenhydrocyon_wallovianus","species","Americas"
80195,"Eutheria","Carnivora","Caniformia","Canidae","Hesperocyoninae","Enhydrocyon","crassidens",19.09,28,"Enhydrocyon_crassidens","species","Americas"
82020,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Archaeocyon","falchenbachi",22.2,28,"Archaeocyon_falchenbachi","species","Americas"
80183,"Eutheria","Carnivora","Caniformia","Canidae","Hesperocyoninae","Paraenhydrocyon","robustus",18.5,22.2,"Paraenhydrocyon_robustus","species","Americas"
80199,"Eutheria","Carnivora","Caniformia","Canidae","Hesperocyoninae","Osbornodon","brachypus",18.5,19.09,"Osbornodon_brachypus","species","Americas"
80217,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Cynarctoides","acridens",14.78,28,"Cynarctoides_acridens","species","Americas"
80220,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Phlaocyon","multicuspis",18.5,19.09,"Phlaocyon_multicuspis","species","Americas"
80427,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Daphoeninae","Daphoenodon","superbus",18.5,19.09,"Daphoenodon_superbus","species","Americas"
82027,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Cynarctoides","luskensis",18.5,19.09,"Cynarctoides_luskensis","species","Americas"
82127,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Daphoeninae","Adilophontes","brackykolos",18.5,19.09,"Adilophontes_brackykolos","species","Americas"
82128,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Daphoeninae","Daphoenodon","falkenbachi",18.5,19.09,"Daphoenodon_falkenbachi","species","Americas"
82129,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Daphoeninae","Daphoenodon","skinner",18.5,19.09,"Daphoenodon_skinner","species","Americas"
80314,"Eutheria","Carnivora","Caniformia","Mustelidae","Oligobuninae","Megalictis","petersoni",17.34,18.5,"Megalictis_petersoni","species","Americas"
80442,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Ysengrinia","americana",17.34,19.09,"Ysengrinia_americana","species","Americas"
80194,"Eutheria","Carnivora","Caniformia","Canidae","Hesperocyoninae","Enhydrocyon","basilatus",19.09,28,"Enhydrocyon_basilatus","species","Americas"
80204,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Leptocyon","gregorii",18.5,28,"Leptocyon_gregorii","species","Americas"
80303,"Eutheria","Carnivora","Caniformia","Mustelidae","Oligobuninae","Promartes","olcotti",18.5,28,"Promartes_olcotti","species","Americas"
80306,"Eutheria","Carnivora","Caniformia","Mustelidae","Oligobuninae","Promartes","vantassalensis",19.09,22.2,"Promartes_vantassalensis","species","Americas"
80318,"Eutheria","Carnivora","Caniformia","Mustelidae","Oligobuninae","Megalictis","ferox",18.5,22.2,"Megalictis_ferox","species","Americas"
82196,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Daphoeninae","Daphoenodon","minor",19.09,22.2,"Daphoenodon_minor","species","Americas"
80229,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Phlaocyon","leucosteus",15.97,28,"Phlaocyon_leucosteus","species","Americas"
82197,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Daphoeninae","Borocyon","niobrarensis",12.57,18.5,"Borocyon_niobrarensis","species","Americas"
80512,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Hyperailurictis","intrepidus",9.07,15.97,"Hyperailurictis_intrepidus","species","Americas"
80375,"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Plionictis","ogygia",7.59,15.97,"Plionictis_ogygia","species","Americas"
80495,"Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Hoplophoneus","primaevus",29.75,34.7,"Hoplophoneus_primaevus","species","Americas"
26987,"Eutheria","Carnivora","indet.","indet.","indet.","Palaeogale","sectoria",17.34,35.24,"Palaeogale_sectoria","species","Americas | Europe | Asia"
80175,"Eutheria","Carnivora","Caniformia","Canidae","Hesperocyoninae","Hesperocyon","coloradensis",32.1,33.9,"Hesperocyon_coloradensis","species","Americas"
80488,"Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Dinictis","felina",29.75,37.39,"Dinictis_felina","species","Americas"
80187,"Eutheria","Carnivora","Caniformia","Canidae","Hesperocyoninae","Mesocyon","temnodon",22.2,33.9,"Mesocyon_temnodon","species","Americas"
80222,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Phlaocyon","annectens",18.5,22.2,"Phlaocyon_annectens","species","Americas"
82024,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Cynarctoides","lemur",19.09,32.1,"Cynarctoides_lemur","species","Americas"
80238,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Tomarctus","paulus",12.57,15.97,"Tomarctus_paulus","species","Americas"
80240,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Carpocyon","robustus",9.07,12.57,"Carpocyon_robustus","species","Americas"
82131,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","galushai",17.34,18.5,"Amphicyon_galushai","species","Americas"
80225,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Cynarctus","saxatilis",12.57,15.97,"Cynarctus_saxatilis","species","Americas"
80321,"Eutheria","Carnivora","Caniformia","Mustelidae","Oligobuninae","Brachypsalis","modicus",12.57,15.97,"Brachypsalis_modicus","species","Americas"
80327,"Eutheria","Carnivora","Caniformia","Mustelidae","Leptarctinae","Leptarctus","primus",10.09,15.97,"Leptarctus_primus","species","Americas"
80444,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Cynelos","sinapius",12.57,15.97,"Cynelos_sinapius","species","Americas"
82035,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Aelurodon","aesthenostylus",12.57,15.97,"Aelurodon_aesthenostylus","species","Americas"
82132,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","reinheimeri",14.78,15.97,"Amphicyon_reinheimeri","species","Americas"
80256,"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Carpocyon","compressus",12.11,15.97,"Carpocyon_compressus","species","Americas"
80453,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","ingens",12.57,15.97,"Amphicyon_ingens","species","Americas"
80203,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Leptocyon","vafer",7.59,17.34,"Leptocyon_vafer","species","Americas"
80376,"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Plionictis","parviloba",12.57,15.97,"Plionictis_parviloba","species","Americas"
80476,"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Ursavus","pawniensis",12.57,14.78,"Ursavus_pawniensis","species","Americas"
80508,"Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Barbourofelis","morrisi",6.88,12.11,"Barbourofelis_morrisi","species","Americas"
